"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 04 17:22:43 GMT 2024","Thu Jul 04 17:23:09 GMT 2024","25993","chromium","","Folders","","","TC_06_24_01 | Verify the business user can delete folder","Objective: To verify the user can delete the folder"
"passed","Thu Jul 04 18:00:17 GMT 2024","Thu Jul 04 18:00:37 GMT 2024","19889","chromium","","Settings: Edit signature","","","TC_13_53_01 | Verify that user can delete Signature.","Verify that user can delete our Signature."
"passed","Thu Jul 04 17:48:41 GMT 2024","Thu Jul 04 17:49:27 GMT 2024","46338","chromium","","Forms","","","TC_08_34_01 | Verify that user can delete form","Verify that user can delete form"
"passed","Thu Jul 04 17:10:30 GMT 2024","Thu Jul 04 17:11:47 GMT 2024","76833","chromium","","Sign Document","","","TC_04_14_01 | Verify adding users who can view the document","To verify the adding viewers / adding users who can view the document."
"passed","Thu Jul 04 17:13:11 GMT 2024","Thu Jul 04 17:14:49 GMT 2024","98045","chromium","","Sign Document","","","TC_04_13_01 | Verify the document's expiration date","Objective: Verify that changing the document status to ""expired""(database) updates the front-end display"
"passed","Thu Jul 04 17:09:01 GMT 2024","Thu Jul 04 17:09:51 GMT 2024","50701","chromium","","CreateDocument","","","TC_03_08_02 | Verify that the ""Edit template"" button is active","Objective: Verify that user can edit a document from template"
"passed","Thu Jul 04 17:22:20 GMT 2024","Thu Jul 04 17:22:43 GMT 2024","23052","chromium","","Folders","","","TC_06_22_01 | Verify the business user can create folder","Objective: To verify the user can create the folder"
"passed","Thu Jul 04 17:03:25 GMT 2024","Thu Jul 04 17:03:48 GMT 2024","22633","chromium","","Registration","","","TC_01_01_01 | Verify successful registration of Trial user","To verify that a Trial user can successfully register."
"passed","Thu Jul 04 17:23:42 GMT 2024","Thu Jul 04 17:24:21 GMT 2024","38653","chromium","","Folders","","","TC_06_25_01 | Move folder to folder","To verify the user can move folder to folder"
"passed","Thu Jul 04 17:53:28 GMT 2024","Thu Jul 04 17:54:12 GMT 2024","43545","chromium","","Team","","","TC_09_39_02 | Verify that Business User can downgrade an ""Admin"" team member to ""User""","Objective: To verify that Business User can downgrade an ""Admin"" team member to ""User"""
"passed","Thu Jul 04 17:20:41 GMT 2024","Thu Jul 04 17:21:29 GMT 2024","47811","chromium","","DocumentsType","","","TC_05_19_01 | Verify that deleted document has been moved to the trash by using ACTIONS_options dropdown menu and then deleted permanently","To verify the process of moving the document to the trash and then deleting document permanently."
"passed","Thu Jul 04 17:48:01 GMT 2024","Thu Jul 04 17:48:41 GMT 2024","39600","chromium","","Forms","","","TC_08_36_01 | Verify that user can disable and enable form","Verify that user can duplicate form"
"passed","Thu Jul 04 17:54:12 GMT 2024","Thu Jul 04 17:55:01 GMT 2024","49318","chromium","","Team","","","TC_09_40_01 | Verify that Business User can remove ""User"" teammate from Team","Objective: To verify that Business User can remove ""User"" teammate from Team"
"passed","Thu Jul 04 17:47:18 GMT 2024","Thu Jul 04 17:48:01 GMT 2024","42901","chromium","","Forms","","","TC_08_35_01 | Verify that user can duplicate form","Verify that user can duplicate form"
"passed","Thu Jul 04 17:07:04 GMT 2024","Thu Jul 04 17:07:37 GMT 2024","32364","chromium","","CreateDocument","","","TC_03_07_02 | Verify that the user who uploaded the document and Other Signer can sign it","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Thu Jul 04 17:59:49 GMT 2024","Thu Jul 04 18:00:17 GMT 2024","28038","chromium","","Settings: Edit signature","","","TC_13_51_01 | Verify that user can create Signature","Verify that the user can create a Signature."
"passed","Thu Jul 04 18:01:35 GMT 2024","Thu Jul 04 18:01:50 GMT 2024","15019","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Business plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"passed","Thu Jul 04 17:07:37 GMT 2024","Thu Jul 04 17:08:18 GMT 2024","41766","chromium","","CreateDocument","","","TC_03_07_05 | Verify that user can sign a document themselves with Initial","Objective: Verify that user can sign a document themselves with Initial"
"passed","Thu Jul 04 17:12:36 GMT 2024","Thu Jul 04 17:13:11 GMT 2024","35435","chromium","","Sign Document","","","TC_04_10_02 | Verify that the user who uploaded the document and other signer can sign it","Objective: To verify that the user who uploaded the document and Other Signer can sign it"
"passed","Thu Jul 04 17:19:05 GMT 2024","Thu Jul 04 17:19:49 GMT 2024","43573","chromium","","DocumentsType","","","TC_05_21_03 | Verify that document_status is  Draft","Objective: To verify that the document can be returned for editing."
"passed","Thu Jul 04 17:21:29 GMT 2024","Thu Jul 04 17:22:20 GMT 2024","51047","chromium","","DocumentsType","","","TC_05_20_01 | Verify that Business User can download a ""Completed"" document (API)","Objective: Verify that Business User can download a ""Completed"" document (API)"
"passed","Thu Jul 04 17:56:39 GMT 2024","Thu Jul 04 17:57:02 GMT 2024","23072","chromium","","Profile","","","TC_11_47_01 | Verify that user can delete account","Objective: To verify that the User can delete account"
"passed","Thu Jul 04 17:15:19 GMT 2024","Thu Jul 04 17:16:14 GMT 2024","55797","chromium","","Sign Document","","","TC_04_12_01 | Verify that signer can decline signature","Objective: To verify that signer can decline signature"
"passed","Thu Jul 04 17:14:49 GMT 2024","Thu Jul 04 17:15:19 GMT 2024","29309","chromium","","Sign Document","","","TC_04_11_02 | Verify custom signing order between others customers","To verify custom signing order between others customers"
"passed","Thu Jul 04 17:05:40 GMT 2024","Thu Jul 04 17:06:19 GMT 2024","38619","chromium","","CreateDocument","","","TC_03_07_06 | Verify user can create, sign, and send a document to another signer","Objective: To verify the process of creating, signing, and sending a document to another signer."
"passed","Thu Jul 04 17:55:01 GMT 2024","Thu Jul 04 17:55:23 GMT 2024","22044","chromium","","Company","","","TC_10_43_01 | Verify that the business user can fill company's form","To verify the process of filling company form."
"passed","Thu Jul 04 17:50:35 GMT 2024","Thu Jul 04 17:51:23 GMT 2024","48025","chromium","","Team","","","TC_09_38_01 | Verify that Business User can add User team member","Objective: Verify that Business User can add User team member"
"passed","Thu Jul 04 18:00:37 GMT 2024","Thu Jul 04 18:00:58 GMT 2024","21402","chromium","","Settings: Edit signature","","","TC_13_52_01 | Verify that user can edit Signature.","Verify that user can delete our Signature."
"failed","Thu Jul 04 17:44:21 GMT 2024","Thu Jul 04 17:44:39 GMT 2024","17978","chromium","","Templates","","","TC_07_28_01 | Verify that user can edit template","Objective: To verify that a user can successfully edit an existing template by changing its name, message, role, and associated document, and ensure that the changes are reflected in the user interface and confirmed by appropriate toast messages."
"passed","Thu Jul 04 17:23:09 GMT 2024","Thu Jul 04 17:23:42 GMT 2024","32975","chromium","","Folders","","","TC_06_23_01 | Rename folder","Objective: Testing Folder Renaming Functionality."
"passed","Thu Jul 04 17:55:23 GMT 2024","Thu Jul 04 17:55:46 GMT 2024","23324","chromium","","Company","","","TC_10_43_02 | Verify that the business user can fill company's form with checkboxes","To verify the process of filling company form with checkboxes."
"passed","Thu Jul 04 17:16:15 GMT 2024","Thu Jul 04 17:17:00 GMT 2024","45982","chromium","","DocumentsType","","","TC_05_21_01 | Verify that button Edit&Resend is active","Objective: To verify that the document can be returned for editing."
"passed","Thu Jul 04 17:55:46 GMT 2024","Thu Jul 04 17:56:13 GMT 2024","26990","chromium","","Profile","","","TC_11_45_01 | Verify that User can change password","Objective: To verify that the User can change a password and login with a new password"
"failed","Thu Jul 04 17:45:20 GMT 2024","Thu Jul 04 17:45:38 GMT 2024","18118","chromium","","Templates","","","TC_07_30_01 | Verify that user can duplicate template","Objective: To verify the process of duplicate template."
"broken","Thu Jul 04 17:37:20 GMT 2024","Thu Jul 04 17:43:39 GMT 2024","378509","chromium","","Templates","","","TC_07_31_01 | Verify that  the user can select Add to API","Objective: To verify the process of add template to API."
"passed","Thu Jul 04 18:00:58 GMT 2024","Thu Jul 04 18:01:20 GMT 2024","21106","chromium","","Billing","","","TC_14_57_02 | Verify the ability to successfully downgrade subscription","Objective: To verify the functionality of downgrade subscription."
"passed","Thu Jul 04 17:57:33 GMT 2024","Thu Jul 04 17:58:00 GMT 2024","27452","chromium","","Profile","","","TC_11_46_03 | Verify user can enabling, disabling checkboxes","Objective: To verify that the User can enabling, disabling checkboxes"
"passed","Thu Jul 04 17:24:21 GMT 2024","Thu Jul 04 17:24:48 GMT 2024","27521","chromium","","Templates","","","TC_07_27_01 | Verify that user can create a template","Objective: To verify that the user can create a new template in the system successfully. This includes ensuring that all required fields are completed correctly, the template is saved, and it is accessible for future use."
"passed","Thu Jul 04 17:58:00 GMT 2024","Thu Jul 04 17:58:19 GMT 2024","18689","chromium","","API key","","","TC_12_48_01 | Copy API key created by the ""Create API"" button on the right.","To verify that user can copy API key created by the ""Create API"" button on the right."
"passed","Thu Jul 04 18:01:20 GMT 2024","Thu Jul 04 18:01:35 GMT 2024","15465","chromium","","Billing","","","TC_14_56_01 | Verify successful upsell of users subscription Personal plan","Objective: Verify that free users can successfully upgrade their subscription plan.
"
"failed","Thu Jul 04 17:46:26 GMT 2024","Thu Jul 04 17:46:45 GMT 2024","18479","chromium","","Templates","","","TC_07_29_01 | Verify that the user can delete the template","Objective: Verify that the user can successfully delete a template."
"passed","Thu Jul 04 17:58:38 GMT 2024","Thu Jul 04 17:58:59 GMT 2024","21265","chromium","","API key","","","TC_12_49_01 | Purchase Gold API plan","Objective: Verify that the user can successfully purchase an API plan"
"passed","Thu Jul 04 17:17:00 GMT 2024","Thu Jul 04 17:17:43 GMT 2024","42049","chromium","","DocumentsType","","","TC_05_21_02 | Verify that button ""Revert to Draft"" is active","Objective: To verify that the document can be returned for editing."
"passed","Thu Jul 04 17:51:23 GMT 2024","Thu Jul 04 17:52:43 GMT 2024","79547","chromium","","Team","","","TC_09_38_01 | Verify that Business User can add Admin team member","Objective: Verify that Business User can add Admin team member"
"passed","Thu Jul 04 17:58:19 GMT 2024","Thu Jul 04 17:58:38 GMT 2024","18857","chromium","","API key","","","TC_12_48_02 | Verify User can copy API key created by the ""Create API"" button in Table.","To verify that user can copy API key created by the ""Create API"" button in Table."
"passed","Thu Jul 04 17:04:48 GMT 2024","Thu Jul 04 17:05:40 GMT 2024","51968","chromium","","CreateDocument","","","TC_03_07_01 | Sign a document - verify that user can sign a document themselves","Objective: To verify the process of creating and signing a document"
"passed","Thu Jul 04 17:57:02 GMT 2024","Thu Jul 04 17:57:33 GMT 2024","30830","chromium","","Profile","","","TC_11_44_01 | Verify User can change email","Objective: To verify that the User can change a email."
"passed","Thu Jul 04 17:19:49 GMT 2024","Thu Jul 04 17:20:41 GMT 2024","51964","chromium","","DocumentsType","","","TC_05_17_01 | Share document","Objective: To verify that the document can be Share."
"passed","Thu Jul 04 17:03:48 GMT 2024","Thu Jul 04 17:04:04 GMT 2024","16227","chromium","","Registration","","","TC_01_02_01 | Verify successful registration of Free user","To verify that a Free user can successfully register."
"passed","Thu Jul 04 17:52:43 GMT 2024","Thu Jul 04 17:53:28 GMT 2024","45064","chromium","","Team","","","TC_09_39_01 | Verify that Business User can upgrade a ""User"" team member to ""Admin""","Objective: To verify that Business User can upgrade a ""User"" team member to ""Admin"""
"passed","Thu Jul 04 17:04:46 GMT 2024","Thu Jul 04 17:04:48 GMT 2024","2469","chromium","","Authorization","","","TC_02_05_01 | Verify successful login and the user directed to the sign page","Objective: To verify the process of logging a user into their account."
"passed","Thu Jul 04 17:04:24 GMT 2024","Thu Jul 04 17:04:46 GMT 2024","21407","chromium","","Registration","","","TC_01_03_01 | Verify successful registration of Personal user with Annually subscription","To verify that a Personal user can successfully register."
"passed","Thu Jul 04 17:17:43 GMT 2024","Thu Jul 04 17:18:23 GMT 2024","40327","chromium","","DocumentsType","","","TC_05_18_01 | Verify moving a document to a folder","To verify the process of moving a document into a folder."
